mark_x,strikePrice,underlyingPrice,theoreticalOptionValue,timeValue,volatility,vega,delta,gamma,theta,rho,p_L,stock,stock_scale,Percent_profit,classifier,prophet_yhat,prophet_yhat_upper,prophet_yhat_lower
7.2,717.5,725.0350000000003,-5.199999999999998,-6.3000000000000025,2.196000000000001,0.18000000000000005,-0.061,-0.0030000000000000014,0.06899999999999995,-0.059,-0.65,40,ISRG,-9.027777777777775,0,729.5409547064456,766.953453520913,695.8902078274273
7.25,722.5,725.0350000000003,-5.75,-8.23,2.902000000000001,0.17199999999999993,-0.04500000000000004,-0.005000000000000001,0.07199999999999995,-0.06200000000000001,1.05,40,ISRG,14.482758620689655,0,729.5409547064456,766.953453520913,695.8902078274273
7.3000000000000025,725.0,725.0350000000003,-5.25,-47.96,1.2910000000000004,0.16599999999999998,-0.02799999999999997,-0.004,0.127,-0.064,3.05,40,ISRG,41.78082191780821,0,729.5409547064456,766.953453520913,695.8902078274273
5.9,727.5,725.0350000000003,-5.9499999999999975,-5.8900000000000015,3.062000000000001,0.16499999999999998,-0.02200000000000002,-0.006,0.07799999999999996,-0.066,4.7,40,ISRG,79.66101694915254,1,729.5409547064456,766.953453520913,695.8902078274273
7.1999999999999975,730.0,725.0350000000003,-5.4,-3.45,1.5060000000000002,0.16299999999999998,-0.007000000000000006,-0.005000000000000001,0.123,-0.066,3.17,40,ISRG,44.02777777777778,0,729.5409547064456,766.953453520913,695.8902078274273
7.25,732.5,725.0350000000003,-6.032999999999998,-4.800000000000002,3.0969999999999978,0.16299999999999998,0.0050000000000000044,-0.004999999999999999,0.07399999999999995,-0.069,2.2,40,ISRG,30.3448275862069,0,729.5409547064456,766.953453520913,695.8902078274273
6.5500000000000025,735.0,725.0350000000003,-7.907999999999999,-7.81,7.593999999999998,0.16699999999999998,0.030000000000000027,-0.009000000000000001,-0.057999999999999996,-0.071,2.9,40,ISRG,44.27480916030533,0,729.5409547064456,766.953453520913,695.8902078274273
5.900000000000002,737.5,725.0350000000003,-6.1129999999999995,-8.36,3.289000000000001,0.16699999999999998,0.03199999999999992,-0.004999999999999999,0.052999999999999936,-0.07200000000000001,2.15,40,ISRG,36.44067796610168,0,729.5409547064456,766.953453520913,695.8902078274273
6.100000000000001,740.0,725.0350000000003,-5.603,-3.5000000000000004,2.3149999999999977,0.17099999999999993,0.041000000000000036,-0.004999999999999999,0.06499999999999995,-0.07400000000000001,1.75,40,ISRG,28.688524590163933,0,729.5409547064456,766.953453520913,695.8902078274273
5.6999999999999975,742.5,725.0350000000003,-6.5189999999999975,-3.99,4.817999999999998,0.18399999999999994,0.07100000000000006,-0.007000000000000001,-0.025000000000000026,-0.076,0.7,40,ISRG,12.280701754385968,0,729.5409547064456,766.953453520913,695.8902078274273
5.200000000000003,745.0,725.0350000000003,-5.849,1.43,3.8210000000000015,0.1910000000000001,0.07899999999999996,-0.004999999999999999,-0.021999999999999964,-0.08,-0.35,40,ISRG,-6.730769230769226,0,729.5409547064456,766.953453520913,695.8902078274273
4.300000000000002,747.5,725.0350000000003,-5.0,-4.300000000000002,1.9089999999999991,0.1910000000000001,0.07399999999999995,-0.005000000000000001,0.01699999999999996,-0.08100000000000003,-1.3,40,ISRG,-30.23255813953487,0,729.5409547064456,766.953453520913,695.8902078274273
1.6300000000000003,272.5,283.285,-2.01,-1.84,1.5990000000000002,0.064,-0.03400000000000003,-0.009000000000000001,0.06699999999999998,-0.023,-0.9,41,FDX,-55.21472392638036,0,289.983045111943,306.3509572491503,274.2016519629337
2.5700000000000003,287.5,283.285,-1.5940000000000012,-2.1500000000000004,2.876999999999999,0.084,0.10399999999999998,-0.0029999999999999988,-0.003000000000000003,-0.032999999999999995,1.41,41,FDX,54.863813229571974,1,289.983045111943,306.3509572491503,274.2016519629337
2.42,290.0,283.285,-1.2409999999999997,-3.2,1.4639999999999986,0.08100000000000003,0.09399999999999996,0.0,-0.0040000000000000036,-0.036000000000000004,1.7,41,FDX,70.24793388429752,1,289.983045111943,306.3509572491503,274.2016519629337
2.33,292.5,283.285,-1.2390000000000008,-0.4500000000000002,3.6910000000000025,0.091,0.10799999999999996,0.0030000000000000014,-0.043,-0.040999999999999995,1.2,41,FDX,51.502145922746784,1,289.983045111943,306.3509572491503,274.2016519629337
2.1,295.0,283.285,-1.221,-2.0,5.666,0.09700000000000003,0.118,0.004,-0.07699999999999999,-0.017,0.93,41,FDX,44.28571428571429,0,289.983045111943,306.3509572491503,274.2016519629337
1.5,297.5,283.285,-0.8049999999999997,-3.9,1.5679999999999978,0.077,0.08299999999999996,0.004,-0.042,-0.015,0.25,41,FDX,16.666666666666664,0,289.983045111943,306.3509572491503,274.2016519629337
1.3999999999999986,300.0,283.285,-0.8819999999999979,9.4,4.646000000000001,0.085,0.09499999999999996,0.004999999999999999,-0.076,-0.011999999999999995,-0.4,41,FDX,-28.571428571428605,0,289.983045111943,306.3509572491503,274.2016519629337
1.0599999999999987,302.5,283.285,-0.4510000000000005,-5.4300000000000015,-3.835000000000001,0.05399999999999999,0.04799999999999993,0.002,0.003000000000000003,-0.010000000000000007,-0.39,41,FDX,-36.79245283018873,0,289.983045111943,306.3509572491503,274.2016519629337
0.5500000000000007,305.0,283.285,-0.4710000000000001,-8.45,1.345000000000006,0.06100000000000001,0.06199999999999994,0.004,-0.05199999999999999,-0.0010000000000000009,-0.05,41,FDX,-9.090909090909081,0,289.983045111943,306.3509572491503,274.2016519629337
0.37000000000000105,307.5,283.285,-0.09499999999999886,-0.14999999999999947,-7.866,0.030000000000000006,0.02199999999999991,0.0,0.02200000000000001,0.0049999999999999975,0.38,41,FDX,102.70270270270241,1,289.983045111943,306.3509572491503,274.2016519629337
0.8000000000000007,272.5,252.645,-1.338000000000001,-10.65,-8.606000000000002,0.053000000000000005,0.03400000000000003,-0.0010000000000000009,0.113,-0.03900000000000002,3.41,42,ADSK,426.2499999999997,1,259.1013925586752,280.58523224291656,239.23864477050898
1.1000000000000014,275.0,252.645,-1.2679999999999971,-11.5,-8.491999999999997,0.05299999999999999,0.03699999999999992,-0.0009999999999999992,0.09299999999999996,-0.040999999999999995,3.18,42,ADSK,289.0909090909087,1,259.1013925586752,280.58523224291656,239.23864477050898
0.5999999999999979,277.5,252.645,-1.2679999999999971,-0.6,-7.771000000000001,0.05200000000000002,0.041999999999999926,-0.0010000000000000009,0.066,-0.042,3.32,42,ADSK,553.3333333333353,1,259.1013925586752,280.58523224291656,239.23864477050898
2.17,252.5,276.865,-3.775,-2.3000000000000003,6.375,0.067,-0.066,-0.005000000000000001,0.03899999999999998,-0.023,-0.6,43,ROKU,-27.649769585253463,0,253.2334880227692,291.0175951335895,219.1481227544161
2.46,255.0,276.865,-4.000000000000001,-2.35,6.6060000000000025,0.063,-0.05199999999999999,-0.006,0.05499999999999999,-0.024000000000000004,-0.56,43,ROKU,-22.764227642276424,0,253.2334880227692,291.0175951335895,219.1481227544161
2.84,257.5,276.865,-4.3,-2.7,7.379000000000005,0.06,-0.03600000000000003,-0.007000000000000001,0.065,-0.025,-0.52,43,ROKU,-18.30985915492958,0,253.2334880227692,291.0175951335895,219.1481227544161
3.1500000000000004,260.0,276.865,-4.374999999999999,-3.1900000000000004,7.072000000000003,0.059,-0.017000000000000015,-0.008000000000000002,0.07800000000000001,-0.025,-0.3,43,ROKU,-9.523809523809524,0,253.2334880227692,291.0175951335895,219.1481227544161
3.5000000000000004,262.5,276.865,-4.199999999999998,-5.9,5.696000000000005,0.057999999999999996,0.0020000000000000018,-0.008000000000000002,0.09400000000000004,-0.026,-0.03,43,ROKU,-0.857142857142857,0,253.2334880227692,291.0175951335895,219.1481227544161
3.75,265.0,276.865,-4.323,-3.63,6.117000000000004,0.057999999999999996,0.02000000000000001,-0.007000000000000001,0.09200000000000004,-0.027000000000000003,0.5,43,ROKU,13.333333333333336,0,253.2334880227692,291.0175951335895,219.1481227544161
4.300000000000002,267.5,276.865,-4.373000000000001,-4.25,6.305,0.06,0.03699999999999992,-0.007000000000000001,0.08600000000000002,-0.027999999999999997,0.76,43,ROKU,17.67441860465116,0,253.2334880227692,291.0175951335895,219.1481227544161
4.4,270.0,276.865,-4.3980000000000015,-4.300000000000002,6.594000000000001,0.063,0.05400000000000005,-0.006,0.07500000000000001,-0.029000000000000005,1.52,43,ROKU,34.54545454545454,0,253.2334880227692,291.0175951335895,219.1481227544161
4.579999999999999,272.5,276.865,-4.047999999999998,-4.42,4.902999999999999,0.06399999999999997,0.06300000000000006,-0.0059999999999999975,0.07800000000000001,-0.031000000000000007,2.15,43,ROKU,46.94323144104804,0,253.2334880227692,291.0175951335895,219.1481227544161
4.59,275.0,276.865,-3.949,-4.4300000000000015,5.035000000000005,0.067,0.07599999999999996,-0.005000000000000001,0.06,-0.031999999999999994,2.51,43,ROKU,54.68409586056645,1,253.2334880227692,291.0175951335895,219.1481227544161
4.65,280.0,276.865,-3.4589999999999996,-5.17,3.3969999999999985,0.07200000000000001,0.08699999999999998,-0.0030000000000000014,0.04099999999999998,-0.035,1.47,43,ROKU,31.612903225806452,0,253.2334880227692,291.0175951335895,219.1481227544161
4.17,285.0,276.865,-3.1239999999999988,-6.999999999999999,2.8740000000000023,0.07499999999999997,0.09299999999999996,-0.002,0.010000000000000007,-0.03799999999999999,0.53,43,ROKU,12.709832134292569,0,253.2334880227692,291.0175951335895,219.1481227544161
3.52,295.0,276.865,-2.3290000000000006,-6.8000000000000025,0.7160000000000011,0.075,0.08799999999999998,0.0,-0.030000000000000027,-0.043,-0.8,43,ROKU,-22.72727272727273,0,253.2334880227692,291.0175951335895,219.1481227544161
3.2300000000000004,300.0,276.865,-2.0289999999999964,-3.05,-0.1840000000000046,0.07200000000000001,0.08200000000000007,0.001,-0.043999999999999984,-0.04599999999999999,-1.21,43,ROKU,-37.461300309597526,0,253.2334880227692,291.0175951335895,219.1481227544161
0.31,125.0,133.41,-0.38,-0.28,0.5530000000000008,0.036000000000000004,-0.07800000000000001,0.008,-0.019000000000000003,-0.005,-0.25,44,NKE,-80.64516129032259,0,131.79860145126113,138.04894175053678,125.4390211068688
0.36,126.0,133.41,-0.49,-0.63,1.4000000000000021,0.03900000000000002,-0.092,0.006000000000000003,-0.020000000000000004,-0.006999999999999999,-0.27,44,NKE,-75.00000000000001,0,131.79860145126113,138.04894175053678,125.4390211068688
